title,datetime,link,search_word
"Elon Musk is wowed by Google’s new quantum chip, which it claims ‘cracks a key challenge’ that’s existed for almost 3 decades",2024-12-09 12:33:36.182860,https://news.google.com/read/CBMid0FVX3lxTFBKQ1R2VXgtaDhzMWg2c0FWTTdUMUFiZzU1azhYQnc4djNweGg0dGkyejUyVldVX1JNdy15UmRmYjZuU2JFZUV6b3p3WHhlTWR2M1VoaU5RVDlGOWh4elBrVGNBRWdmMWVRRjdDMlFjRlpaQmRQNG9z?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google Unveils the 105 Qubit Willow Chip and Demonstrates New Levels of RCS Benchmark Performance and Quantum Error Correction Below the Threshold,2024-12-09 12:33:36.184612,https://news.google.com/read/CBMijwJBVV95cUxPRlRkakxiaHpHMFg5MEl3U2t3SGxOWV9xR0liNTdvQi1RLUx4OTJCcWdDOUtoOVRJTXp5cld1RE1tVExLbXFQb0ptcmpYLXpLWFpTb29vNFFqa0JBZkRSb0tmWU1DRDd2ZUJTVFc3YWFtUzdGOHh3UEc5eEp0QnItNG4tRzN5X1FzN05kMzNvejlsTG1qOU0yQWVNZ1N3U0hZbHVKaXUzejEyM2J0VVlsRmNBM0hMckVBbGhpcUpWUjZBLXFDYUdzUmVVV1ZhU1hmN3dlZm1xaU9UeXZ6MTR2dzFJbHF3RERnOGhWM21mUTVhcTJyZHZBQnNDckpaYS1FbWlUcC1mcFlFV1NXNkYw0gGUAkFVX3lxTE81eU1FSVA3M2ZrUHc3b3lyczQxa25FcGpMZU5NbHR5ZU93UjY4WG01Zlg2RkhhcDRtb29oWFRtVGRZN2FVZTc2MGF0VmRhenlEaG1qM0pCcW1paUdkaHdOMnRsUDdVdWZhRUNsTjY3cENUUXp0RXRSZGU0UWdmWDZJYV94bGRPdXZFNHRxYXUwMmx1QkZ6bWF1SDNhbzF0X2hVLUtldV81QTQ2SVFYbzVvRXFPOWNuVjFLdzQ4THNIejJTbGFQNWZTZTdfeEFnQXlMN3VYSDhfTDdXbmd1bWpmRTROQmhUVTB0SU5jd2Z5bm9hTXEwVTAyZFdCZVJtME5FbUF4aktreWtVMHVyQWlQclY1Tg?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Cracking the Challenge of Quantum Error Correction,2024-12-09 12:33:36.185479,https://news.google.com/read/CBMiUkFVX3lxTE9SMUtlLWRlUVJza0g3X1JEb2R0dTFNeHlDWWFoVkZHdThjRFFSblZJZG15ZzdGNEJRV04zYnVVNmVzeElLNVNOcFZtelBuXzR6Qnc?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
‘Ten septillion years’: Google makes another quantum computing breakthrough,2024-12-09 12:33:36.185981,https://news.google.com/read/CBMitgFBVV95cUxNMUxEcTJUbFpfbVFjdTFxNmwwQjhWSmVIcXlpYUxjQ2J4bXJtV0VsZVczQ1dUd0xMMTRqdE9qQWZUV0lsYmlmOGdiNWstM1NVQk94ZTEwdmcwMnNWT2o0Z3FvaHZwODFvSVM3MFlBMHN0Vm8tZ1B0XzVhSjZQSmltMEdrM0tLUERZMmV3UzhCUk5TcmlBdU9pdklKcGlVem9pbXoyLUtsT0JQRHJOdGJiN2psS3kzZw?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google reveals quantum computing chip with ‘breakthrough’ achievements,2024-12-09 12:33:36.186442,https://news.google.com/read/CBMimAFBVV95cUxQaUoxREd0QnlaS0Fqb0lmbzZwN0J5Z3BLOHI5VjlpYWdsRmlHb1dOcWswUUhSWkJyNVZLZU5fTFhCX191SXFYTjVYcnlHdEM2TU9pdXRvNFJ2N3FTeEhTenlpUU96enhmQUU2ZGxqT0hoWFN2bjBSYk9xUTdVN2xSSnFmcXV2dnd1QnlPQmJDSWdkMEFIR3B5Sg?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
IBN Coverage: D-Wave Quantum (NYSE: QBTS) Names New Board Member as Stock Price Hit 52-Week High,2024-12-09 12:33:36.187646,https://news.google.com/read/CBMifkFVX3lxTFBqVHNpa0R6X3B6X3lONzZzT09pVkQwTzBYUmFsdmY4UlRDbVVpU1d2R1hpMTVSZy1oSXNIOHg4WG9XeFZmSnVaY0ZJSDR6UDFwblNhejlLY2lONGFyczNtT21VdUhrNXpjMktzcnhhcDVDaDdKMzNkY19yN3ZSQQ?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Quantum Machines and Rigetti Announce Successful AI-Powered Calibration of a Quantum Computer,2024-12-10 12:33:36.170374,https://news.google.com/read/CBMi-AFBVV95cUxOUjllMVpLSVAyNUdRajB6OFJBUXpDNFBNMm5Qa2VqQ20tZUw1Y3V3MjhFSTdWTlExMGZVSnk2eGZrY1ptQzNxcWJrWTRWX1BuYjlQR0tWcFkzWVhCOVoyakhYbG55RmZkSWdvTG5SQW4yTDJvQlF0N25vbG9FcE5iOXBDVXlLWExPM3JhYlBLM0dMOFlZMUh1SEVMX0RPbDNid3BrTnlMN05yNHBMUGVmMUpGQ1FqUU5TNmNjWUZWLVQxWTNLRE9MeUJybWNVTFhJZ0szRFgtVHkwaU8zRk5xcWZ3TGRjWUZrNUhFRzZVQ0pCN2p6MlNTNA?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
BMW Group and Airbus reveal winners of Quantum Computing Challenge,2024-12-10 12:33:36.170519,https://news.google.com/read/CBMiygFBVV95cUxNcWN1XzNMZ3p2S2w1OXJtNDFOdF9mTjFxNjExZXpIN1VfS3VMWGk2Vk9sT0IwbEhOb0tUd1MxUzJScEdIenBpbUhIekI2aElNOFJXWHctakZ2cmo4OWNleTVrVm1ua0x6Sk9pRG1iazh5LU5kdng5S3B5OHFIeEdZUVJPZ1h3MWV2cnNQLTJySTRTR0VtNEplRXdsa1BsLVVkNWZZNlVqOHBiY0poeXQwLVhVVHJEc3o3YWNPY1F5OTNXRjNndVRreThB?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
D-WAVE QUANTUM Surges 470% Year to Date: Is There Still Room to Jump?,2024-12-10 12:33:36.171130,https://news.google.com/read/CBMie0FVX3lxTE03dHVRSk5YMGdvcTVlZjZENFRCYU8yQmxXMTh4UGtMdGVNaW81NGFuZmZzd2RRZ091Y0tOMEd6QmY2TDlvMTRHRTg5NXNQR1hMTG5jS2pvcWtPTTB3TExId0tXQ3lOUnVKcTFiRWZNbjJlTk5OOUtfRFE5TQ?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google stock pops as company unveils new quantum computing chip,2024-12-10 12:33:36.172813,https://news.google.com/read/CBMirgFBVV95cUxPU3c5WkNCNzVSYnRFeFVxalg0aVI2XzZlV1hGY2hqdEpzUG1Obm1raTJ2RmlSOEJwUVh4cGFPOFM5cTZfTk5JNm1WZklRQUJuNVFqNmU1Vk43bzQ1SHBBZ2ZwUFgtbkxQZ0dXc2k4MFhCQmlJQnRIZmZQX0lzR3VFUDVlRTV0U1Y0ckRjR05fMTJJNEI0eHN3cnBVSUZlQlZSTjNtcUtfNVRadXZXYmc?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Is D-Wave Quantum Stock a Buy?,2024-12-10 12:33:36.174198,https://news.google.com/read/CBMifEFVX3lxTE1qVkY3eGhBV1lqOVNjSVV5bjlKWjc1eTNJbWdBVG9vTVZIbmRNeUF0aDJmUEJTYTVOS3JCc25naHRCVUlwbTZra2VQemhzaXQtVDA4ME1acEJDN3oybU1pUVE5MVZQU3Z0YU11dHNzOENzNmhNVVNoRUtHNGU?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Rethinking the quantum chip: Engineers present new design for superconducting quantum processor,2024-12-10 12:33:36.174505,https://news.google.com/read/CBMijAFBVV95cUxQRE5KenJIUzZLVnctR3JSNFpqbzVHOFZ5ajZ0Nnh0bC13VkhhMXRfOFN5Y1lZOE1hVll1U29tZjZqa0FlV3VSNzdlVVdyTlNEeG9WVFhlVXVscXU2MlhYQ0c1d25qMXpxekZmbnpEdmxlTEwydThIYzBSeEhEWlREU3pCbWNmampvRkxtOdIBiwFBVV95cUxOOEh6dUkxSXhNbUZBdHdJbGg3cTdiT1hyNGFuaVF2YVViNk1pdG5jT01tZzFvVU9aNnVvMmhsaGtTT2dlNmlTenhwbFB6a056TmtNU1VfSmllSFgwRk9MVldzVE1tZldCMWFRODBzV01PMGROY2Z1NEQxTHM2c3loT2M4bUtra2tWNENB?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google unveils new quantum computing chip Willow,2024-12-10 12:33:36.174655,https://news.google.com/read/CBMiuwFBVV95cUxPOG9VYmdiWTd3TEVnaVRxSEUwUlg4UjU5aXVicE40b3RvX294eXJBRVNiOTdTVmU5QS0yNDJnRVh2YW5JLVVSMEFoZzNhMkE2Yi1FVGdVZFZHdzBGd2RTUkhPX3JTa3h6dW9PLURSYkhsYmo5MkNEZklnbjVWQWY1Z1JSVUtJVE54azFoOGlFTEFBd2ZxTmo3QktJTWc1MDl1SWsxQW9CYkxrZ0JXbGVfQlBjSEs1MjVBM21J?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
"Nvidia, Rigetti, Quantum Machines Deliver AI-Powered Quantum Computing",2024-12-10 12:33:36.175543,https://news.google.com/read/CBMiugFBVV95cUxPM3V3VU5kY3lzTXk2R3ZfSTNESGlnZG5KR253WU9ON1BqTmpzVmNsZm1OdmtjS0U5b0R6SEVWa0hpVnVYS2RLMF9oNVQ2V0FjNEdFdGZhOGRJcDFGcGpObEdORE1Rd2E3TzVmTVlZMnAtSEZWTDUxZk9jYmtjUUFCbkhxZll1Sm1MbklzWjRFS0E2T0Z5VXB5ZTRzOTVzNmpHdEhFeTN0aDhqSnVTVWV4d2JPcER1VHhZaVE?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google's next-gen quantum chip cracks 10-septillion-year computation in minutes,2024-12-10 12:33:36.176758,https://news.google.com/read/CBMidkFVX3lxTE5HZmFMQzBZWm9EbGtzYVAyQmNORG44cEdoZHFjNnpXaEhwVHJPNG1WNjVOOUJfNG8tOG5mN2tCeVFhRGl1cXI0WjdqVmpnR2M3N2dfMGVaWFRGNFdRcXFvRGtzeEJtZkVVMlZOWGwyMHhuazh2LUE?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google unveils Willow quantum computing chip,2024-12-10 12:33:36.177603,https://news.google.com/read/CBMijgFBVV95cUxPMF90ZDhnTlNvSnF0b3VuN2lkbFdkckJIaGt6ek1HbTJBRHRoaXI4LUxCa0pJeDZKN3l6VkNQTXFiYkNQWFh2Z0dHSmVCZ0tXNEdLcGF4dHF2SHJDTW1kc2E0OEV0UWFoejFfNl9RYktNMnlUemVtdzBNX1V0eFhkcVFsMXMtRkY2WnREajV3?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Quantum processor enters unprecedented territory for error correction,2024-12-10 12:33:36.179516,https://news.google.com/read/CBMingFBVV95cUxQUG9vQkJpMzg0VFNfdlpuWjltd3dWbHI4X0txYnAweC1TLS14WHdyRkRsM1gteUZfV2JuS2RQWDB1Zi1RVS1LTGhEUWNfM0NEWlpSX1RsOWg5d0hhWmlkd3JwaEdjOFdCTUJXcW9EbTY2RWlQRlRJWHFoQUZ6WTRrSmx0TDhXQmlPRzRtcUpUaDU1VUFpWEpBLWNFRUo1QQ?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Graphene stacking discovery could herald new era for quantum applications,2024-12-10 12:33:36.179705,https://news.google.com/read/CBMifkFVX3lxTE9DN0MySzJzUUhLT1U5NFhNeFA3TFJjU0Q5QVlZSmR6cjVvY2xjYnN0YjJOLTczVURESTlQY1FEbWU0c25oQ2Q0cjNGOF83ZWtxVmd4cUsycU9IcmpxMnVBeVNPc2VweGQwUDhzWnJJMGNFbV9yWEpGalZhaC12d9IBfEFVX3lxTE1od3YyU016N0JwT3RzQ24ya0k5TXRSakNKbE5pTkVtLVJNQXkzbklqLXJacnhtTW5XTHc1ZHJxTk1WNXU4dnZrM1UzbEZnSFdSQWYzenIzX1F0TDFfWmk5UmFpb0doSmpqWVV0d2xkYlpERTRkZ1BCdDdUTXo?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google's New Quantum AI Chip Makes a Big Processing Leap,2024-12-10 12:33:36.180054,https://news.google.com/read/CBMipwFBVV95cUxOdUx0OFViLXB0M2VlWV9LSGtfVGh4YXdTQk5GVmg3b3N3ZDRjby1EdTRESWhMVTYzY1JZbW5Fa2FHUXhYOGFSMjdiNUpMWmtfVllPa3dveUpxMXVnZFNiX1UzMGdlQWg2by1mNmRUSUJqZHYzaWNjNDNNT0RibVkxVHNLOW91TkhneGkxb0s0NnlhVDFuSnV2Yzgtd01RT21oaEctNjdPTQ?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Alphabet Climbs After Breakthrough With Willow Quantum Chip,2024-12-10 12:33:36.180456,https://news.google.com/read/CBMitAFBVV95cUxPbTA3WjVxQS1ZSS1KN1o4Sk5aN3BLeE9vY0I1UWZNZEc2ZWdxVWtldDRLaVJMZGg2amlVZklxVFplaUpxSGt3WTN5SHZ3QWRhR3BuTXd2M1g0ZENabkhqUERPOU9KVlNjLUVoOG9fWV81ZWRnMWpNd3gxSGdOVmF1UjFmUldoYXhJUnBzY0RWdm90NGRXRm5uMjdwRnRXM0xoYnk2c2ltVTNjSUZaNFlERktFMmE?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google Unveils Quantum Chip Willow: A Closer Look,2024-12-10 12:33:36.180758,https://news.google.com/read/CBMihwFBVV95cUxNWDZEbXExRWN3Zl9LQV9Kb2lIWndPVDZQbDY0OXowUnVQNWd5WG42ZlB0c1B3a1E2S0pvNnFDT1ZmLTBQM1BGc2gtMFFnZlA0SHl3RFdPV0t6bXVpdWNQWWNEVEpvUFB6VWNfOUtnM3VEVGRWdmxobjVReXMyckZ3VDJjZEhfb28?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google Reveals Next-Generation 'Willow' Quantum Computing Chip,2024-12-10 12:33:36.181058,https://news.google.com/read/CBMiigFBVV95cUxOWGoxT2xKRFNFNkhwWTVqejE5U0o3S09iRTFGSm9kUFQ4ZC1vWnpNXzJlcHotNjdNSzA3UlYwcHdpN1lrdENTbGNfWGFVbGVsd2hUQkZUWWQ2cDFGRFNVaFNTNGVYOXJHZzhDZE9nNlhqTG01eGVaOTVOS09iNkw1djFyY1dQeTNEc1E?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google's New Chip Could Crack One of Quantum Computing's Biggest Problems,2024-12-10 12:33:36.181494,https://news.google.com/read/CBMiogFBVV95cUxPdmdXdFM3dUxWamZfcnYxU0Y4YzI3UTVJWVFpRFJKTTBqdEh5YUtBZXozd1hFT2psRkk4WmNsdlJYN1VWWUQxSUtCLW5MVF8wYWxrWDFTNlRaeEJ3MWdZTFdLOExCa0RaZWxfak9tb3VjWVNLWFl0S1pnNzlRSzg5b200OUd4V1BlcmV5ODlfX0FSTFZsc01Mb21aOVpIRFNYeEE?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Alphabet Stock Jumps After Google Touts 'Breakthrough' Quantum Chip,2024-12-10 12:33:36.182053,https://news.google.com/read/CBMipgFBVV95cUxQdGwwT2xiRE5SU0g1bHhCUThzUklWTzV0YmxiWnRVcVRhOUZGRW9DZzUxbUVjTEtNc05IYkRhS1BKOFpVMlhleFJIVm9vemFWU3VqVFptTGl6RWF4cnVoWE14VHBVRzFuLXdKMmFJbk5WdUFrdmRBNW5zWFVFcnVmRHFhbFROZ1p3MHdJczdxZDRHRE1YZF9DcjB2YkROV1BmM1NqUVhR?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
Google parent Alphabet jumps on quantum chip breakthrough,2024-12-10 12:33:36.182209,https://news.google.com/read/CBMiowFBVV95cUxOSGtQRmI2TEJ4Q19fMlprV2dNcFF0VXY0dVBvV1Y2aS1vZF9nT2x3RTZWaktsU1E1MnB6UzVFWjM3R1R6T3FCOU9XclpENlp5dkJnRDg2TGMtRXBic1JCSXdEMnYzdzgwUEpyTXRINU9jeFBoY0JUNUU0a29kMzktamFYcXF6dW1Xb3B5YmhoOGczekkzY3RSOXZ4cHFKMzAyTzlZ?hl=en-CA&gl=CA&ceid=CA%3Aen,quantum
